CINF,Cincinnati Financial Corporation Common Stock,Property-Casualty Insurers
RDY,Dr. Reddy's Laboratories Ltd Common Stock,Major Pharmaceuticals
UK,Ucommune International Ltd Ordinary Shares,Business Services
RIG,Transocean Ltd (Switzerland) Common Stock,Oil & Gas Production
ODP,The ODP Corporation Common Stock,Other Specialty Stores
VIVO,Meridian Bioscience Inc. Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AWF,Alliancebernstein Global High Income Fund,
MPV,Barings Participation Investors Common Stock,Miscellaneous
ESLT,Elbit Systems Ltd. Ordinary Shares,Military/Government/Technical
KROS,Keros Therapeutics Inc. Common Stock,Major Pharmaceuticals
WTER,The Alkaline Water Company Inc. Common Stock,Food Distributors
WPC,W. P. Carey Inc. REIT,Real Estate Investment Trusts
RUHN,Ruhnn Holding Limited American Depositary Shares,Catalog/Specialty Distribution
CVCO,Cavco Industries Inc. Common Stock When Issued,Homebuilding
ORMP,Oramed Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
MCMJ,Merida Merger Corp. I Common Stock,Business Services
LHDX,Lucira Health Inc. Common Stock,
VET,Vermilion Energy Inc. Common (Canada),Oil & Gas Production
KMB,Kimberly-Clark Corporation Common Stock,Containers/Packaging
ONTF,ON24 Inc. Common Stock,
HQL,TeklaLife Sciences Investors Common Stock,
ACET,Adicet Bio Inc. Common Stock,Major Pharmaceuticals
CORT,Corcept Therapeutics Incorporated Common Stock,Major Pharmaceuticals
ORRF,Orrstown Financial Services Inc Common Stock,Major Banks
GNPX,Genprex Inc. Common Stock,Major Pharmaceuticals
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,Major Pharmaceuticals
FEIM,Frequency Electronics Inc. Common Stock,Electrical Products
AES,The AES Corporation Common Stock,Electric Utilities: Central
SELB,Selecta Biosciences Inc. Common Stock,Major Pharmaceuticals
MDVL,MedAvail Holdings Inc. Common Stock,Major Pharmaceuticals
AA,Alcoa Corporation Common Stock,Aluminum
SQNS,Sequans Communications S.A. American Depositary Shares,Semiconductors
VIAC,ViacomCBS Inc. Class B Common Stock,Broadcasting
RBBN,Ribbon Communications Inc. Common Stock,EDP Services
TNAV,Telenav Inc. Common Stock,Industrial Machinery/Components
ASO,Academy Sports and Outdoors Inc. Common Stock,Other Specialty Stores
WIFI,Boingo Wireless Inc. Common Stock,Telecommunications Equipment
PINE,Alpine Income Property Trust Inc. Common Stock,Real Estate Investment Trusts
WTT,Wireless Telecom Group  Inc. Common Stock,Telecommunications Equipment
MSCI,MSCI Inc Common Stock,Business Services
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,Business Services
EDRY,EuroDry Ltd. Common Shares,Marine Transportation
BBK,Blackrock Municipal Bond Trust,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,
ERIE,Erie Indemnity Company Class A Common Stock,Specialty Insurers
MVO,MV Oil Trust Units of Beneficial Interests,Oil & Gas Production
BILL,Bill.com Holdings Inc. Common Stock,Computer Software: Prepackaged Software
SRAX,SRAX Inc. Class A Common Stock,Advertising
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,Specialty Insurers
PSTV,PLUS THERAPEUTICS Inc. Common Stock,Medical/Dental Instruments
SMSI,Smith Micro Software Inc. Common Stock,Computer Software: Prepackaged Software
WU,Western Union Company (The) Common Stock,Business Services
KEYS,Keysight Technologies Inc. Common Stock,Industrial Machinery/Components
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,Real Estate Investment Trusts
VSTM,Verastem Inc. Common Stock,Major Pharmaceuticals
PLXP,PLx Pharma Inc. Common Stock,Major Pharmaceuticals
WPF,Foley Trasimene Acquisition Corp. Class A CommonStock,Business Services
PYPD,PolyPid Ltd. Ordinary Shares,Medical/Dental Instruments
IIVI,II-VI Incorporated Common Stock,Electronic Components
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
FCCO,First Community Corporation Common Stock,Major Banks
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
IIN,Intricon Corporation Common Stock,Electrical Products
CGIX,Cancer Genetics Inc. Common Stock,Medical Specialities
PRU,Prudential Financial Inc. Common Stock,Life Insurance
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,
LGHL,Lion Group Holding Ltd. American Depositary Share,Investment Bankers/Brokers/Service
ELDN,Eledon Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
IBCP,Independent Bank Corporation Common Stock,Major Banks
AXU,Alexco Resource Corp Common Shares (Canada),Precious Metals
SSB,South State Corporation Common Stock,Major Banks
OEG,Orbital Energy Group Inc. Common Stock,Electronic Components
PETS,PetMed Express Inc. Common Stock,Medical/Nursing Services
IFF,Internationa Flavors & Fragrances Inc. Common Stock,Major Chemicals
BOSC,B.O.S. Better Online Solutions Common Stock,Computer Communications Equipment
PFGC,Performance Food Group Company Common Stock,Food Distributors
TMO,Thermo Fisher Scientific Inc Common Stock,Industrial Machinery/Components
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Major Pharmaceuticals
CRSR,Corsair Gaming Inc. Common Stock,Computer peripheral equipment
HUIZ,Huize Holding Limited American Depositary Shares,Specialty Insurers
FUN,Cedar Fair L.P. Common Stock,Services-Misc. Amusement & Recreation
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,Business Services
LUB,Luby's Inc. Common Stock,Restaurants
MDGS,Medigus Ltd. American Depositary Shares,Medical/Dental Instruments
GLPG,Galapagos NV American Depositary Shares,Major Pharmaceuticals
IIIV,i3 Verticals Inc. Class A Common Stock,Business Services
CAAP,Corporacion America Airports SA Common Shares,Aerospace
LQDT,Liquidity Services Inc. Common Stock,Business Services
Z,Zillow Group Inc. Class C Capital Stock,Business Services
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,Natural Gas Distribution
MLND,Millendo Therapeutics Inc. Common Stock,Major Pharmaceuticals
TLMD,SOC Telemed Inc. Class A Common Stock,Misc Health and Biotechnology Services
IVH,Ivy High Income Opportunities Fund Common Shares of Beneficial Interest,
AKU,Akumin Inc. Common Shares,Medical Specialities
CIEN,Ciena Corporation Common Stock,Telecommunications Equipment
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,Packaged Foods
SOHU,Sohu.com Limited American Depositary Shares,EDP Services
MTN,Vail Resorts Inc. Common Stock,Services-Misc. Amusement & Recreation
ARKO,ARKO Corp. Common Stock,Food Chains
WNW,Wunong Net Technology Company Limited Ordinary Shares,Catalog/Specialty Distribution
ARGO,Argo Group International Holdings Ltd.,Specialty Insurers
DHI,D.R. Horton Inc. Common Stock,Homebuilding
BEAM,Beam Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
REGN,Regeneron Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
NOVN,Novan Inc. Common Stock,Major Pharmaceuticals
HAYN,Haynes International Inc. Common Stock,Steel/Iron Ore
SMTX,SMTC Corporation Common Stock,Electrical Products
GOED,1847 Goedeker Inc. Commom Stock,Home Furnishings
AMYT,Amryt Pharma plc American Depositary Shares,Major Pharmaceuticals
PHVS,Pharvaris N.V. Ordinary Shares,
AQST,Aquestive Therapeutics Inc. Common Stock,Major Pharmaceuticals
APTX,Aptinyx Inc. Common Stock,Major Pharmaceuticals
WRK,Westrock Company Common Stock,Containers/Packaging
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,
NC,NACCO Industries Inc. Common Stock,Consumer Electronics/Appliances
TK,Teekay Corporation Common Stock,Marine Transportation
SHSP,SharpSpring Inc. Common Stock,Computer Software: Prepackaged Software
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Marine Transportation
RSSS,Research Solutions Inc Common Stock,Business Services
RLH,Red Lions Hotels Corporation Common Stock,Hotels/Resorts
CATM,Cardtronics plc Class A Ordinary Shares (UK),Business Services
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,
BGCP,BGC Partners Inc Class A Common Stock,Investment Bankers/Brokers/Service
OSIS,OSI Systems Inc. Common Stock (DE),Semiconductors
GIK,GigCapital3 Inc. Common Stock,Auto Manufacturing
RDN,Radian Group Inc. Common Stock,Property-Casualty Insurers
HOFT,Hooker Furniture Corporation Common Stock,Home Furnishings
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Major Pharmaceuticals
MDLZ,Mondelez International Inc. Class A Common Stock,Packaged Foods
ATRI,Atrion Corporation Common Stock,Medical/Dental Instruments
JAGX,Jaguar Health Inc. Common Stock,Major Pharmaceuticals
MOFG,MidWestOne Financial Gp Common Stock,Major Banks
APYX,Apyx Medical Corporation Common Stock,Medical/Dental Instruments
FHN,First Horizon Corporation Common Stock,Major Banks
NOG,Northern Oil and Gas Inc. Common Stock,
CHWY,Chewy Inc. Class A Common Stock,Catalog/Specialty Distribution
HCSG,Healthcare Services Group Inc. Common Stock,Hospital/Nursing Management
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Oil & Gas Production
SIGA,SIGA Technologies Inc. Common Stock,Major Pharmaceuticals
CBIO,Catalyst Biosciences Inc. Common Stock,Major Pharmaceuticals
CTXS,Citrix Systems Inc. Common Stock,Computer Software: Prepackaged Software
SPTN,SpartanNash Company Common Stock,Food Distributors
FLT,FleetCor Technologies Inc. Common Stock,Business Services
TSBK,Timberland Bancorp Inc. Common Stock,Banks
ALEC,Alector Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ANGO,AngioDynamics Inc. Common Stock,Medical/Dental Instruments
CECE,CECO Environmental Corp. Common Stock,Pollution Control Equipment
RNR,RenaissanceRe Holdings Ltd. Common Stock,Property-Casualty Insurers
CVGI,Commercial Vehicle Group Inc. Common Stock,Auto Parts:O.E.M.
AGFY,Agrify Corporation Common Stock,Farming/Seeds/Milling
INOV,Inovalon Holdings Inc. Class A Common Stock,EDP Services
X,United States Steel Corporation Common Stock,Steel/Iron Ore
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,Other Consumer Services
CIDM,Cinedigm Corp. Class A Common Stock,Consumer Electronics/Video Chains
BIOC,Biocept Inc. Common Stock,Medical Specialities
LSBK,Lake Shore Bancorp Inc. Common Stock,Savings Institutions
DGLY,Digital Ally Inc. Common Stock,Radio And Television Broadcasting And Communications Equipment
FLUX,Flux Power Holdings Inc. Common Stock,Industrial Machinery/Components
SAFT,Safety Insurance Group Inc. Common Stock,Property-Casualty Insurers
SSYS,Stratasys Ltd. Ordinary Shares (Israel),Computer peripheral equipment
KERN,Akerna Corp. Common Stock,EDP Services
RACE,Ferrari N.V. Common Shares,Auto Manufacturing
COF,Capital One Financial Corporation Common Stock,Major Banks
EVN,Eaton Vance Municipal Income Trust Common Stock,
CEVA,CEVA Inc. Common Stock,Computer Software: Programming Data Processing
EME,EMCOR Group Inc. Common Stock,Engineering & Construction
CODX,Co-Diagnostics Inc. Common Stock,Medical/Dental Instruments
NARI,Inari Medical Inc. Common Stock,Medical/Dental Instruments
ABT,Abbott Laboratories Common Stock,Major Pharmaceuticals
BGY,Blackrock Enhanced International Dividend Trust,
BKSC,Bank of South Carolina Corp. Common Stock,Major Banks
MSM,MSC Industrial Direct Company Inc. Common Stock,Industrial Machinery/Components
NAOV,NanoVibronix Inc. Common Stock,Industrial Specialties
CONE,CyrusOne Inc Common Stock,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,Diversified Commercial Services
FLDM,Fluidigm Corporation Common Stock,Biotechnology: Laboratory Analytical Instruments
CLXT,Calyxt Inc. Common Stock,Agricultural Chemicals
CGO,Calamos Global Total Return Fund Common Stock,
CFX,Colfax Corporation Common Stock,Fluid Controls
CDXC,ChromaDex Corporation Common Stock,Specialty Chemicals
CRVL,CorVel Corp. Common Stock,Specialty Insurers
Y,Alleghany Corporation Common Stock,Property-Casualty Insurers
AER,AerCap Holdings N.V. Ordinary Shares,Diversified Commercial Services
HCKT,Hackett Group Inc (The). Common Stock,Professional Services
FCX,Freeport-McMoRan Inc. Common Stock,Precious Metals
SHAK,Shake Shack Inc. Class A Common Stock,Restaurants
BCH,Banco De Chile Banco De Chile ADS,Commercial Banks
MAR,Marriott International Class A Common Stock,Hotels/Resorts
CULP,Culp Inc. Common Stock,Textiles
SCI,Service Corporation International Common Stock,Other Consumer Services
CXDC,China XD Plastics Company Limited Common Stock,Containers/Packaging
QLGN,Qualigen Therapeutics Inc. Common Stock,Major Pharmaceuticals
ICL,ICL Group Ltd. Ordinary Shares,Agricultural Chemicals
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Commercial Banks
MANU,Manchester United Ltd. Class A Ordinary Shares,Services-Misc. Amusement & Recreation
ESE,ESCO Technologies Inc. Common Stock,Telecommunications Equipment
ZGYH,Yunhong International Class A Ordinary Shares,Business Services
AGRO,Adecoagro S.A. Common Shares,Farming/Seeds/Milling
TBBK,The Bancorp Inc Common Stock,Major Banks
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Beverages (Production/Distribution)
PFBI,Premier Financial Bancorp Inc. Common Stock,Major Banks
TREC,Trecora Resources Common Stock,Integrated oil Companies
MOR,MorphoSys AG American Depositary Shares,Major Pharmaceuticals
SYKE,Sykes Enterprises Incorporated Common Stock,EDP Services
SYPR,Sypris Solutions Inc. Common Stock,Industrial Machinery/Components
CHD,Church & Dwight Company Inc. Common Stock,Package Goods/Cosmetics
RGCO,RGC Resources Inc. Common Stock,Oil & Gas Production
BFY,BlackRock New York Municipal Income Trust II,
VG,Vonage Holdings Corp. Common Stock,Telecommunications Equipment
KAI,Kadant Inc Common Stock,Industrial Machinery/Components
SFBS,ServisFirst Bancshares Inc. Common Stock,Major Banks
PNR,Pentair plc. Ordinary Share,Industrial Machinery/Components
SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,Business Services
CPE,Callon Petroleum Company Common Stock,Oil & Gas Production
CCLP,CSI Compressco LP Common Units,Oilfield Services/Equipment
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,
SSRM,SSR Mining Inc. Common Stock,Precious Metals
HAFC,Hanmi Financial Corporation Common Stock,Major Banks
LKFN,Lakeland Financial Corporation Common Stock,Major Banks
MRTX,Mirati Therapeutics Inc. Common Stock,Major Pharmaceuticals
BLIN,Bridgeline Digital Inc. Common Stock,Computer Software: Prepackaged Software
WMT,Walmart Inc. Common Stock,Department/Specialty Retail Stores
BLK,BlackRock Inc. Common Stock,Investment Bankers/Brokers/Service
GWAC,Good Works Acquisition Corp. Common Stock,Business Services
ATLO,Ames National Corporation Common Stock,Major Banks
ATHX,Athersys Inc. Common Stock,Major Pharmaceuticals
STKL,SunOpta Inc. Common Stock,Farming/Seeds/Milling
RMBS,Rambus Inc. Common Stock,Semiconductors
NI,NiSource Inc Common Stock,Power Generation
SGA,Saga Communications Inc. Class A Common Stock (FL),Broadcasting
CLGN,CollPlant Biotechnologies Ltd American Depositary Shares,
CODA,Coda Octopus Group Inc. Common stock,Industrial Machinery/Components
EVAX,Evaxion Biotech A/S American Depositary Share,
EXPR,Express Inc. Common Stock,Clothing/Shoe/Accessory Stores
TSI,TCW Strategic Income Fund Inc. Common Stock,
APA,Apache Corporation Common Stock,Oil & Gas Production
HUSN,Hudson Capital Inc. Ordinary Shares,Professional Services
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),Electric Utilities: Central
CNDT,Conduent Incorporated Common Stock,Business Services
CBB,Cincinnati Bell Inc. Common Stock,Telecommunications Equipment
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,
STL,Sterling Bancorp,Major Banks
VVI,Viad Corp Common Stock,Business Services
LOCO,El Pollo Loco Holdings Inc. Common Stock,Restaurants
GTYH,GTY Technology Holdings Inc. Common Stock,EDP Services
B,Barnes Group Inc. Common Stock,Metal Fabrications
UFCS,United Fire Group Inc. Common Stock,Property-Casualty Insurers
MSB,Mesabi Trust Common Stock,Precious Metals
PPIH,Perma-Pipe International Holdings Inc. Common Stock,Pollution Control Equipment
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hotels/Resorts
DLR,Digital Realty Trust Inc. Common Stock,Real Estate Investment Trusts
TMHC,Taylor Morrison Home Corporation Common Stock,Homebuilding
RIGL,Rigel Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
